"ID"	"Name"	"RA"	"DEC"	"Obj. Type"	"Redshift"	"Host Name"	"Host Redshift"	"Discovering Group/s"	"Classifying Group/s"	"Associated Group/s"	"Disc. Internal Name"	"Disc. Instrument/s"	"Class. Instrument/s"	"TNS AT"	"Public"	"End Prop. Period"	"Discovery Mag"	"Discovery Mag Filter"	"Discovery Date (UT)"	"Sender"	"Ext. catalog/s"
"12636"	"SN 2016cvv"	"19:20:28.850"	"+54:12:30.66"	"SN Ia"	"0.038"	"CGCG 280-024"	"0.045"	"PTSS"	"iPTF"	"PTSS"	"PTSS-16ijc"	"CNEOST - STA1600"	"P60 - SEDM"	"1"	"1"	""	"17.8"	"r-Sloan"	"2016-06-16 17:01:24"	"Li"	""
"12627"	"SN 2016cvm"	"18:38:37.550"	"+41:31:40.87"	"SN Ia"	"0.07"	"2MASX J18383792+4131473"	""	"PTSS"	"Padova-Asiago, iPTF"	"PTSS"	"PTSS-16hxs"	"CNEOST - STA1600"	"Ekar - AFOSC, P60 - SEDM"	"1"	"1"	""	"18.7"	"r-Sloan"	"2016-06-13 18:29:37"	"Li"	""
"12626"	"SN 2016cvl"	"14:41:46.597"	"+19:15:06.66"	"SN Ia"	""	"CGCG 104-069"	"0.030608"	"ASAS-SN"	"ASAS-SN"	"ASAS-SN"	"ASASSN-16gf"	"ASASSN-1 - Brutus"	"LBT - MODS1"	"1"	"1"	""	"17.5"	"V-Johnson"	"2016-06-05 10:48:00"	"Brown"	""
"12625"	"SN 2016cvk"	"22:19:49.390"	"-40:40:03.20"	"SN IIn-pec"	"0.0107"	"ESO-344-G21"	""	"BOSS"	"PESSTO"	"BOSS; PESSTO"	""	"Other - Other"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"17.6"	"Other-"	"2016-06-12 15:18:54"	"Parker"	""
"12624"	"SN 2016cvj"	"16:32:59.215"	"+31:57:43.27"	"SN Ia"	"0.058"	""	""	"ATLAS, iPTF"	"iPTF"	"ATLAS; iPTF"	"ATLAS16beo"	"ATLAS1 - ACAM1, P48 - CFH12k"	"Keck1 - LRIS"	"1"	"1"	""	"19.01"	"cyan-ATLAS"	"2016-06-07 10:06:14"	"ATLAS_Bot1"	""
"12610"	"SN 2016cuv"	"16:19:14.740"	"+40:25:14.10"	"SN Ia"	"0.081"	"SDSS J161914.64+402512.8"	""	"TNTS"	"iPTF"	"TNTS"	""	"BAO-0.6m - BATC"	"P60 - SEDM"	"1"	"1"	""	"18.5"	"Clear-"	"2016-06-10 14:32:57"	"Li"	""
"12558"	"SN 2016csv"	"16:48:09.172"	"+46:05:24.18"	"SN II"	"0.03"	""	""	"ATLAS, GaiaAlerts"	""	"ATLAS; GaiaAlerts"	"ATLAS16bel"	"ATLAS1 - ACAM1, Gaia - Gaia-photometric"	"P60 - SEDM"	"1"	"1"	""	"18.42"	"cyan-ATLAS"	"2016-06-06 09:41:45"	"ATLAS_Bot1"	""
"12554"	"SN 2016csr"	"15:14:31.036"	"+06:41:14.28"	"SN Ia"	"0.05"	""	""	"ATLAS, iPTF"	"iPTF"	"ATLAS; iPTF"	"ATLAS16bcm"	"ATLAS1 - ACAM1, P48 - CFH12k"	"Keck1 - LRIS"	"1"	"1"	""	"18.69"	"cyan-ATLAS"	"2016-06-04 09:40:19"	"ATLAS_Bot1"	""
"12545"	"SN 2016csi"	"16:33:49.469"	"+33:19:43.04"	"SN Ia"	"0.033"	""	""	"ATLAS, iPTF"	"iPTF"	"ATLAS; iPTF"	"ATLAS16bcd"	"ATLAS1 - ACAM1, P48 - CFH12k"	"P60 - SEDM"	"1"	"1"	""	"18.67"	"cyan-ATLAS"	"2016-06-03 09:44:38"	"ATLAS_Bot1"	""
"12543"	"SN 2016csg"	"17:14:13.130"	"+41:33:42.49"	"SN Ia"	"0.092"	""	""	"ATLAS, iPTF, Pan-STARRS1"	"iPTF"	"ATLAS; iPTF; Pan-STARRS1"	"ATLAS16bbx"	"ATLAS1 - ACAM1, P48 - CFH12k, PS1 - GPC1"	"P200 - DBSP"	"1"	"1"	""	"18.82"	"cyan-ATLAS"	"2016-06-02 10:03:21"	"ATLAS_Bot1"	""
"12540"	"SN 2016csd"	"02:00:44.959"	"-46:16:49.04"	"SN Ia"	"0.037"	"GALEXASC J020044.56-461644.0"	""	"ASAS-SN, GaiaAlerts"	"ASAS-SN"	"ASAS-SN; GaiaAlerts"	"ASASSN-16fx"	"ASASSN-2 - Cassius, Gaia - Gaia-photometric"	"LCO-duPont - WFCCD"	"1"	"1"	""	"17.15"	"V-Johnson"	"2016-06-08 10:19:12"	"Stanek"	""
"12494"	"SN 2016cqj"	"23:56:13.736"	"-00:32:28.44"	"SN II"	"0.022"	"CGCG 382-005"	"0.022215"	"ASAS-SN"	"LCOGT SN-KP"	"ASAS-SN"	"ASASSN-16ft"	"ASASSN-1 - Brutus"	"FTN - FLOYDS-N"	"1"	"1"	""	"18"	"V-Johnson"	"2016-06-05 13:55:12"	"Brown"	""
"12483"	"SN 2016cpy"	"14:47:06.552"	"+11:35:41.64"	"SN Ia"	"0.029"	"UGC 09523"	"0.029"	"ASAS-SN, SNHunt"	"LCOGT SN-KP"	"ASAS-SN; CRTS; SNHunt"	"ASASSN-16fs"	"ASASSN-1 - Brutus, Other - Other"	"FTN - FLOYDS-N"	"1"	"1"	""	"16.8"	"V-Johnson"	"2016-06-03 10:04:48"	"Stanek"	""
